"posteam","defteam","season","season_type","week","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","qtr","goal_to_go","ydstogo","home_timeouts_remaining","away_timeouts_remaining","posteam_score","defteam_score","score_differential","wind","temp","go_for_it","home"
"CHI","ATL",2011,"REG",1,23,603,1503,3303,1,"0",6,3,3,0,0,0,7,76,"0","1"
"ATL","CHI",2011,"REG",1,30,330,1230,3030,1,"0",3,3,3,0,3,-3,7,76,"0","0"
"CHI","ATL",2011,"REG",1,83,235,1135,2935,1,"0",2,3,3,3,3,0,7,76,"0","1"
"CHI","ATL",2011,"REG",1,61,881,881,2681,2,"0",11,3,3,10,3,7,7,76,"0","1"
"ATL","CHI",2011,"REG",1,99,758,758,2558,2,"0",13,3,3,3,10,-7,7,76,"0","0"
"CHI","ATL",2011,"REG",1,5,527,527,2327,2,"1",5,2,3,10,3,7,7,76,"0","1"
"ATL","CHI",2011,"REG",1,55,383,383,2183,2,"0",11,2,3,3,13,-10,7,76,"0","0"
"CHI","ATL",2011,"REG",1,8,59,59,1859,2,"0",1,1,1,13,3,10,7,76,"0","1"
"ATL","CHI",2011,"REG",1,7,617,1517,1517,3,"1",7,3,2,3,16,-13,7,76,"0","0"
"ATL","CHI",2011,"REG",1,38,209,1109,1109,3,"0",22,1,2,6,30,-24,7,76,"0","0"
"CHI","ATL",2011,"REG",1,94,167,1067,1067,3,"0",10,1,2,30,6,24,7,76,"0","1"
"ATL","CHI",2011,"REG",1,55,900,900,900,4,"0",20,1,2,6,30,-24,7,76,"0","0"
"CHI","ATL",2011,"REG",1,87,467,467,467,4,"0",17,0,2,30,12,18,7,76,"0","1"
"ATL","CHI",2011,"REG",1,65,373,373,373,4,"0",20,0,2,12,30,-18,7,76,"0","0"
"CHI","ATL",2011,"REG",1,73,295,295,295,4,"0",11,0,2,30,12,18,7,76,"0","1"
"ATL","CHI",2011,"REG",1,15,171,171,171,4,"0",10,0,1,12,30,-18,7,76,"1","0"
"CHI","ATL",2011,"REG",1,85,71,71,71,4,"0",10,0,1,30,12,18,7,76,"0","1"
"CHI","ATL",2011,"REG",1,90,22,22,22,4,"0",15,0,1,30,12,18,7,76,"0","1"
"KC","BUF",2011,"REG",1,70,638,1538,3338,1,"0",8,3,3,0,7,-7,0,75,"0","1"
"BUF","KC",2011,"REG",1,63,503,1403,3203,1,"0",9,3,3,7,0,7,0,75,"0","0"
"KC","BUF",2011,"REG",1,83,425,1325,3125,1,"0",13,3,3,0,7,-7,0,75,"0","1"
"BUF","KC",2011,"REG",1,38,377,1277,3077,1,"0",4,3,3,7,0,7,0,75,"0","0"
"KC","BUF",2011,"REG",1,80,284,1184,2984,1,"0",4,3,3,0,7,-7,0,75,"0","1"
"KC","BUF",2011,"REG",1,31,711,711,2511,2,"0",20,3,3,0,14,-14,0,75,"0","1"
"BUF","KC",2011,"REG",1,11,410,410,2210,2,"0",3,3,2,14,0,14,0,75,"0","0"
"BUF","KC",2011,"REG",1,20,342,342,2142,2,"0",9,2,2,17,0,17,0,75,"0","0"
"BUF","KC",2011,"REG",1,54,711,1611,1611,3,"0",15,3,3,20,7,13,0,75,"0","0"
"KC","BUF",2011,"REG",1,75,620,1520,1520,3,"0",16,3,3,7,20,-13,0,75,"0","1"
"KC","BUF",2011,"REG",1,76,198,1098,1098,3,"0",8,3,3,7,27,-20,0,75,"0","1"
"KC","BUF",2011,"REG",1,64,900,900,900,4,"0",4,3,3,7,34,-27,0,75,"0","1"
"KC","BUF",2011,"REG",1,64,579,579,579,4,"0",5,3,3,7,41,-34,0,75,"0","1"
"BUF","KC",2011,"REG",1,57,406,406,406,4,"0",6,3,3,41,7,34,0,75,"0","0"
"KC","BUF",2011,"REG",1,76,330,330,330,4,"0",6,3,3,7,41,-34,0,75,"0","1"
"KC","BUF",2011,"REG",1,72,200,200,200,4,"0",6,3,3,7,41,-34,0,75,"0","1"
"BUF","KC",2011,"REG",1,75,72,72,72,4,"0",15,3,2,41,7,34,0,75,"0","0"
"CLE","CIN",2011,"REG",1,79,787,1687,3487,1,"0",9,3,3,0,0,0,9,72,"0","1"
"CIN","CLE",2011,"REG",1,6,502,1402,3202,1,"0",5,3,3,0,0,0,9,72,"0","0"
"CLE","CIN",2011,"REG",1,92,399,1299,3099,1,"0",32,3,3,0,3,-3,9,72,"0","1"
"CLE","CIN",2011,"REG",1,74,62,962,2762,1,"0",4,3,3,0,10,-10,9,72,"0","1"
"CIN","CLE",2011,"REG",1,29,694,694,2494,2,"0",12,3,2,10,0,10,9,72,"0","0"
"CIN","CLE",2011,"REG",1,70,463,463,2263,2,"0",10,3,2,13,7,6,9,72,"0","0"
"CIN","CLE",2011,"REG",1,81,177,177,1977,2,"0",12,1,2,13,14,-1,9,72,"0","0"
"CLE","CIN",2011,"REG",1,60,124,124,1924,2,"0",4,1,2,14,13,1,9,72,"0","1"
"CIN","CLE",2011,"REG",1,47,53,53,1853,2,"0",4,1,1,13,14,-1,9,72,"0","0"
"CIN","CLE",2011,"REG",1,86,820,1720,1720,3,"0",6,3,3,13,14,-1,9,72,"0","0"
"CLE","CIN",2011,"REG",1,3,518,1418,1418,3,"1",3,3,3,14,13,1,9,72,"0","1"
"CIN","CLE",2011,"REG",1,89,455,1355,1355,3,"0",8,3,3,13,17,-4,9,72,"0","0"
"CLE","CIN",2011,"REG",1,44,325,1225,1225,3,"0",21,3,2,17,13,4,9,72,"0","1"
"CIN","CLE",2011,"REG",1,50,19,919,919,3,"0",12,3,2,13,17,-4,9,72,"0","0"
"CLE","CIN",2011,"REG",1,66,736,736,736,4,"0",17,3,2,17,13,4,9,72,"0","1"
"CIN","CLE",2011,"REG",1,54,648,648,648,4,"0",4,3,2,13,17,-4,9,72,"0","0"
"CLE","CIN",2011,"REG",1,66,387,387,387,4,"0",20,3,2,17,13,4,9,72,"0","1"
"CLE","CIN",2011,"REG",1,68,203,203,203,4,"0",10,3,2,17,20,-3,9,72,"0","1"
"CIN","CLE",2011,"REG",1,60,180,180,180,4,"0",3,1,2,20,17,3,9,72,"0","0"
"CLE","CIN",2011,"REG",1,54,132,132,132,4,"0",8,1,2,17,20,-3,9,72,"1","1"
"CLE","CIN",2011,"REG",1,63,88,88,88,4,"0",1,0,2,17,27,-10,9,72,"1","1"
"NYJ","DAL",2011,"REG",1,72,517,1417,3217,1,"0",4,3,3,0,7,-7,6,70,"0","1"
"DAL","NYJ",2011,"REG",1,46,279,1179,2979,1,"0",20,3,2,7,0,7,6,70,"0","0"
"NYJ","DAL",2011,"REG",1,38,891,891,2691,2,"0",6,3,2,0,7,-7,6,70,"0","1"
"DAL","NYJ",2011,"REG",1,94,775,775,2575,2,"0",11,3,2,7,0,7,6,70,"0","0"
"NYJ","DAL",2011,"REG",1,44,712,712,2512,2,"0",8,3,2,0,7,-7,6,70,"0","1"
"DAL","NYJ",2011,"REG",1,75,559,559,2359,2,"0",5,3,2,7,0,7,6,70,"0","0"
"NYJ","DAL",2011,"REG",1,71,492,492,2292,2,"0",7,3,2,0,7,-7,6,70,"0","1"
"DAL","NYJ",2011,"REG",1,16,199,199,1999,2,"0",10,3,2,7,0,7,6,70,"0","0"
"NYJ","DAL",2011,"REG",1,71,774,1674,1674,3,"0",1,3,3,7,10,-3,6,70,"0","1"
"NYJ","DAL",2011,"REG",1,16,246,1146,1146,3,"0",6,3,3,7,17,-10,6,70,"0","1"
"DAL","NYJ",2011,"REG",1,53,58,958,958,3,"0",7,3,3,17,10,7,6,70,"0","0"
"DAL","NYJ",2011,"REG",1,59,308,308,308,4,"0",22,3,2,24,17,7,6,70,"0","0"
"DAL","NYJ",2011,"REG",1,59,150,150,150,4,"0",1,3,2,24,24,0,6,70,"0","0"
"NYJ","DAL",2011,"REG",1,71,70,70,70,4,"0",12,3,1,24,24,0,6,70,"0","1"
"NYJ","DAL",2011,"REG",1,32,32,32,32,4,"0",8,2,1,24,24,0,6,70,"0","1"
"DET","TB",2011,"REG",1,4,542,1442,3242,1,"0",2,3,3,0,0,0,6,86,"0","0"
"TB","DET",2011,"REG",1,20,437,1337,3137,1,"0",9,3,3,0,3,-3,6,86,"0","1"
"DET","TB",2011,"REG",1,10,57,957,2757,1,"0",6,3,3,3,10,-7,6,86,"0","0"
"TB","DET",2011,"REG",1,77,900,900,2700,2,"0",7,3,3,10,6,4,6,86,"0","1"
"DET","TB",2011,"REG",1,72,785,785,2585,2,"0",22,3,3,6,10,-4,6,86,"0","0"
"DET","TB",2011,"REG",1,36,445,445,2245,2,"0",2,2,3,6,10,-4,6,86,"1","0"
"TB","DET",2011,"REG",1,72,354,354,2154,2,"0",2,2,3,10,13,-3,6,86,"0","1"
"TB","DET",2011,"REG",1,71,778,1678,1678,3,"0",1,3,3,13,20,-7,6,86,"0","1"
"TB","DET",2011,"REG",1,71,302,1202,1202,3,"0",1,3,2,13,27,-14,6,86,"0","1"
"DET","TB",2011,"REG",1,60,116,1016,1016,3,"0",10,3,2,27,13,14,6,86,"0","0"
"TB","DET",2011,"REG",1,75,64,964,964,3,"0",3,3,2,13,27,-14,6,86,"0","1"
"DET","TB",2011,"REG",1,56,823,823,823,4,"0",3,3,2,27,13,14,6,86,"0","0"
"TB","DET",2011,"REG",1,11,475,475,475,4,"0",1,3,2,13,27,-14,6,86,"1","1"
"DET","TB",2011,"REG",1,81,336,336,336,4,"0",2,3,2,27,13,14,6,86,"0","0"
"TB","DET",2011,"REG",1,5,100,100,100,4,"0",3,2,2,13,27,-14,6,86,"1","1"
"DET","TB",2011,"REG",1,53,76,76,76,4,"0",23,0,2,27,20,7,6,86,"0","0"
"LAC","MIN",2011,"REG",1,67,794,1694,3494,1,"0",7,3,3,0,7,-7,7,74,"0","1"
"MIN","LAC",2011,"REG",1,61,548,1448,3248,1,"0",5,3,3,7,7,0,7,74,"0","0"
"LAC","MIN",2011,"REG",1,49,338,1238,3038,1,"0",9,3,3,7,7,0,7,74,"0","1"
"MIN","LAC",2011,"REG",1,15,779,779,2579,2,"0",6,2,3,7,7,0,7,74,"0","0"
"LAC","MIN",2011,"REG",1,73,688,688,2488,2,"0",4,2,3,7,10,-3,7,74,"0","1"
"LAC","MIN",2011,"REG",1,25,193,193,1993,2,"0",20,2,3,7,17,-10,7,74,"1","1"
"MIN","LAC",2011,"REG",1,55,107,107,1907,2,"0",2,1,3,17,7,10,7,74,"0","0"
"MIN","LAC",2011,"REG",1,63,509,1409,1409,3,"0",6,3,3,17,14,3,7,74,"0","0"
"MIN","LAC",2011,"REG",1,57,900,900,900,4,"0",10,3,3,17,14,3,7,74,"0","0"
"LAC","MIN",2011,"REG",1,22,609,609,609,4,"0",13,3,3,14,17,-3,7,74,"0","1"
"MIN","LAC",2011,"REG",1,70,500,500,500,4,"0",8,3,3,17,17,0,7,74,"0","0"
"MIN","LAC",2011,"REG",1,90,191,191,191,4,"0",20,3,3,17,24,-7,7,74,"0","0"
"MIA","NE",2011,"REG",1,21,733,1633,3433,1,"0",1,2,3,0,0,0,11,82,"1","1"
"MIA","NE",2011,"REG",1,71,137,1037,2837,1,"0",1,1,3,7,7,0,11,82,"0","1"
"MIA","NE",2011,"REG",1,59,648,648,2448,2,"0",2,1,2,7,14,-7,11,82,"0","1"
"NE","MIA",2011,"REG",1,40,405,405,2205,2,"0",8,1,2,14,7,7,11,82,"0","0"
"MIA","NE",2011,"REG",1,95,343,343,2143,2,"0",9,1,2,7,14,-7,11,82,"0","1"
"NE","MIA",2011,"REG",1,62,281,281,2081,2,"0",9,1,2,14,7,7,11,82,"0","0"
"MIA","NE",2011,"REG",1,48,120,120,1920,2,"0",12,1,2,7,14,-7,11,82,"0","1"
"MIA","NE",2011,"REG",1,2,220,1120,1120,3,"1",2,3,3,14,21,-7,11,82,"0","1"
"MIA","NE",2011,"REG",1,77,889,889,889,4,"0",4,2,3,17,28,-11,11,82,"0","1"
"NE","MIA",2011,"REG",1,2,666,666,666,4,"1",2,2,2,28,17,11,11,82,"0","0"
"MIA","NE",2011,"REG",1,82,600,600,600,4,"0",14,2,2,17,31,-14,11,82,"0","1"
"NE","MIA",2011,"REG",1,56,538,538,538,4,"0",6,2,2,31,17,14,11,82,"0","0"
"MIA","NE",2011,"REG",1,25,452,452,452,4,"0",10,2,2,17,31,-14,11,82,"1","1"
"MIA","NE",2011,"REG",1,1,362,362,362,4,"1",1,2,2,17,31,-14,11,82,"1","1"
"MIA","NE",2011,"REG",1,30,239,239,239,4,"0",7,2,2,17,38,-21,11,82,"1","1"
"NE","MIA",2011,"REG",1,38,160,160,160,4,"0",1,1,0,38,24,14,11,82,"0","0"
"MIA","NE",2011,"REG",1,27,40,40,40,4,"0",5,0,0,24,38,-14,11,82,"1","1"
"NO","GB",2011,"REG",1,12,584,584,2384,2,"0",4,2,2,7,21,-14,5,68,"0","0"
"GB","NO",2011,"REG",1,80,535,535,2335,2,"0",10,2,2,21,10,11,5,68,"0","1"
"NO","GB",2011,"REG",1,45,38,38,1838,2,"0",14,2,0,17,28,-11,5,68,"0","0"
"NO","GB",2011,"REG",1,20,525,1425,1425,3,"0",15,3,3,17,28,-11,5,68,"0","0"
"GB","NO",2011,"REG",1,73,367,1267,1267,3,"0",3,3,3,35,27,8,5,68,"0","1"
"NO","GB",2011,"REG",1,7,190,1090,1090,3,"0",1,3,2,27,35,-8,5,68,"1","0"
"NO","GB",2011,"REG",1,78,641,641,641,4,"0",14,3,1,27,42,-15,5,68,"0","0"
"GB","NO",2011,"REG",1,63,343,343,343,4,"0",16,2,1,42,27,15,5,68,"0","1"
"GB","NO",2011,"REG",1,37,76,76,76,4,"0",4,1,0,42,34,8,5,68,"0","1"
"WAS","NYG",2011,"REG",1,71,818,1718,3518,1,"0",6,3,3,0,0,0,5,87,"0","1"
"NYG","WAS",2011,"REG",1,56,673,1573,3373,1,"0",8,3,3,0,0,0,5,87,"0","0"
"WAS","NYG",2011,"REG",1,78,643,1543,3343,1,"0",10,3,3,0,0,0,5,87,"0","1"
"WAS","NYG",2011,"REG",1,21,279,1179,2979,1,"0",15,3,3,0,7,-7,5,87,"0","1"
"NYG","WAS",2011,"REG",1,56,132,1032,2832,1,"0",18,3,3,7,0,7,5,87,"0","0"
"WAS","NYG",2011,"REG",1,37,852,852,2652,2,"0",5,3,3,0,7,-7,5,87,"1","1"
"NYG","WAS",2011,"REG",1,74,559,559,2359,2,"0",3,3,3,7,7,0,5,87,"0","0"
"WAS","NYG",2011,"REG",1,53,470,470,2270,2,"0",5,3,3,7,7,0,5,87,"0","1"
"NYG","WAS",2011,"REG",1,75,664,1564,1564,3,"0",5,3,3,14,21,-7,5,87,"0","0"
"WAS","NYG",2011,"REG",1,57,519,1419,1419,3,"0",9,3,2,21,14,7,5,87,"0","1"
"NYG","WAS",2011,"REG",1,31,317,1217,1217,3,"0",1,3,2,14,21,-7,5,87,"1","0"
"WAS","NYG",2011,"REG",1,50,49,949,949,3,"0",31,3,2,21,14,7,5,87,"0","1"
"NYG","WAS",2011,"REG",1,95,852,852,852,4,"0",15,3,2,14,21,-7,5,87,"0","0"
"NYG","WAS",2011,"REG",1,20,665,665,665,4,"0",3,3,2,14,21,-7,5,87,"0","0"
"NYG","WAS",2011,"REG",1,70,200,200,200,4,"0",22,3,2,14,28,-14,5,87,"0","0"
"WAS","NYG",2011,"REG",1,51,74,74,74,4,"0",4,2,0,28,14,14,5,87,"0","1"
"DEN","LV",2011,"REG",1,46,669,1569,3369,1,"0",3,2,3,0,0,0,6,75,"0","1"
"DEN","LV",2011,"REG",1,10,599,1499,3299,1,"0",5,2,3,0,0,0,6,75,"0","1"
"LV","DEN",2011,"REG",1,65,360,1260,3060,1,"0",8,2,3,0,3,-3,6,75,"0","0"
"DEN","LV",2011,"REG",1,62,191,1091,2891,1,"0",3,2,3,3,0,3,6,75,"0","1"
"LV","DEN",2011,"REG",1,19,679,679,2479,2,"0",6,1,3,7,3,4,6,75,"0","0"
"DEN","LV",2011,"REG",1,67,500,500,2300,2,"0",15,1,3,3,10,-7,6,75,"0","1"
"LV","DEN",2011,"REG",1,92,402,402,2202,2,"0",4,1,3,10,3,7,6,75,"0","0"
"DEN","LV",2011,"REG",1,38,257,257,2057,2,"0",10,1,2,3,10,-7,6,75,"0","1"
"LV","DEN",2011,"REG",1,3,90,90,1890,2,"1",3,0,2,10,3,7,6,75,"0","0"
"LV","DEN",2011,"REG",1,67,772,1672,1672,3,"0",9,3,3,16,3,13,6,75,"0","0"
"LV","DEN",2011,"REG",1,54,422,1322,1322,3,"0",16,3,1,16,10,6,6,75,"0","0"
"DEN","LV",2011,"REG",1,12,119,1019,1019,3,"1",12,3,1,10,16,-6,6,75,"0","1"
"LV","DEN",2011,"REG",1,82,25,925,925,3,"0",12,3,1,16,13,3,6,75,"0","0"
"DEN","LV",2011,"REG",1,50,567,567,567,4,"0",19,2,1,13,23,-10,6,75,"0","1"
"LV","DEN",2011,"REG",1,77,468,468,468,4,"0",7,2,1,23,13,10,6,75,"0","0"
"PIT","BAL",2011,"REG",1,43,662,1562,3362,1,"0",6,3,3,0,7,-7,2,75,"0","0"
"BAL","PIT",2011,"REG",1,62,370,1270,3070,1,"0",13,2,3,7,0,7,2,75,"0","1"
"BAL","PIT",2011,"REG",1,56,500,500,2300,2,"0",2,2,2,14,7,7,2,75,"0","1"
"PIT","BAL",2011,"REG",1,73,434,434,2234,2,"0",11,2,2,7,14,-7,2,75,"0","0"
"PIT","BAL",2011,"REG",1,71,70,70,1870,2,"0",1,2,2,7,21,-14,2,75,"0","0"
"BAL","PIT",2011,"REG",1,8,792,1692,1692,3,"0",1,3,3,29,7,22,2,75,"1","1"
"BAL","PIT",2011,"REG",1,11,173,1073,1073,3,"0",8,3,3,29,7,22,2,75,"0","1"
"PIT","BAL",2011,"REG",1,80,158,1058,1058,3,"0",10,3,3,7,32,-25,2,75,"0","0"
"BAL","PIT",2011,"REG",1,66,850,850,850,4,"0",15,3,3,32,7,25,2,75,"0","1"
"BAL","PIT",2011,"REG",1,82,554,554,554,4,"0",13,2,3,32,7,25,2,75,"0","1"
"BAL","PIT",2011,"REG",1,77,305,305,305,4,"0",1,2,3,32,7,25,2,75,"0","1"
"BAL","PIT",2011,"REG",1,12,120,120,120,4,"1",12,2,3,32,7,25,2,75,"0","1"
"PIT","BAL",2011,"REG",1,28,4,4,4,4,"0",10,2,3,7,35,-28,2,75,"1","0"
"SEA","SF",2011,"REG",1,69,780,1680,3480,1,"0",3,3,3,0,0,0,15,68,"0","0"
"SEA","SF",2011,"REG",1,42,576,1476,3276,1,"0",10,3,3,0,0,0,15,68,"0","0"
"SF","SEA",2011,"REG",1,87,437,1337,3137,1,"0",4,2,3,0,0,0,15,68,"0","1"
"SEA","SF",2011,"REG",1,75,334,1234,3034,1,"0",11,2,3,0,0,0,15,68,"0","0"
"SF","SEA",2011,"REG",1,66,220,1120,2920,1,"0",5,2,3,0,0,0,15,68,"0","1"
"SEA","SF",2011,"REG",1,94,96,996,2796,1,"0",6,2,3,0,0,0,15,68,"0","0"
"SF","SEA",2011,"REG",1,9,854,854,2654,2,"0",4,2,3,0,0,0,15,68,"0","1"
"SF","SEA",2011,"REG",1,6,685,685,2485,2,"1",6,2,3,3,0,3,15,68,"0","1"
"SEA","SF",2011,"REG",1,89,572,572,2372,2,"0",15,2,3,0,6,-6,15,68,"0","0"
"SF","SEA",2011,"REG",1,28,326,326,2126,2,"0",1,2,3,6,0,6,15,68,"0","1"
"SF","SEA",2011,"REG",1,14,164,164,1964,2,"0",1,2,3,6,0,6,15,68,"0","1"
"SEA","SF",2011,"REG",1,82,115,115,1915,2,"0",12,2,3,0,9,-9,15,68,"0","0"
"SF","SEA",2011,"REG",1,88,821,1721,1721,3,"0",5,3,3,16,0,16,15,68,"0","1"
"SF","SEA",2011,"REG",1,80,542,1442,1442,3,"0",13,3,3,16,7,9,15,68,"0","1"
"SEA","SF",2011,"REG",1,77,439,1339,1339,3,"0",2,3,3,7,16,-9,15,68,"0","0"
"SF","SEA",2011,"REG",1,72,308,1208,1208,3,"0",2,3,3,16,7,9,15,68,"0","1"
"SEA","SF",2011,"REG",1,21,900,900,900,4,"0",14,3,3,7,16,-9,15,68,"0","0"
"SF","SEA",2011,"REG",1,2,494,494,494,4,"1",2,3,2,16,10,6,15,68,"0","1"
"SF","SEA",2011,"REG",1,1,354,354,354,4,"1",1,3,2,16,10,6,15,68,"0","1"
"SEA","SF",2011,"REG",1,87,185,185,185,4,"0",17,2,2,17,26,-9,15,68,"0","0"
"SEA","SF",2011,"REG",1,42,94,94,94,4,"0",1,2,2,17,33,-16,15,68,"1","0"
"TEN","JAX",2011,"REG",1,79,789,1689,3489,1,"0",9,3,3,0,0,0,5,87,"0","0"
"TEN","JAX",2011,"REG",1,75,323,1223,3023,1,"0",5,3,3,0,7,-7,5,87,"0","0"
"JAX","TEN",2011,"REG",1,43,146,1046,2846,1,"0",18,3,3,7,0,7,5,87,"0","1"
"JAX","TEN",2011,"REG",1,38,138,1038,2838,1,"0",13,3,3,7,0,7,5,87,"0","1"
"TEN","JAX",2011,"REG",1,40,772,772,2572,2,"0",11,3,3,0,7,-7,5,87,"0","0"
"JAX","TEN",2011,"REG",1,30,361,361,2161,2,"0",17,3,3,7,0,7,5,87,"0","1"
"TEN","JAX",2011,"REG",1,43,235,235,2035,2,"0",3,3,3,0,10,-10,5,87,"0","0"
"JAX","TEN",2011,"REG",1,88,155,155,1955,2,"0",5,3,1,10,0,10,5,87,"0","1"
"JAX","TEN",2011,"REG",1,93,155,155,1955,2,"0",10,3,1,10,0,10,5,87,"0","1"
"TEN","JAX",2011,"REG",1,60,106,106,1906,2,"0",26,2,1,0,10,-10,5,87,"0","0"
"JAX","TEN",2011,"REG",1,76,23,23,1823,2,"0",2,2,1,10,0,10,5,87,"0","1"
"TEN","JAX",2011,"REG",1,56,633,1533,1533,3,"0",10,3,3,0,10,-10,5,87,"0","0"
"JAX","TEN",2011,"REG",1,3,156,1056,1056,3,"1",3,3,2,10,0,10,5,87,"0","1"
"JAX","TEN",2011,"REG",1,27,748,748,748,4,"0",3,3,2,13,7,6,5,87,"0","1"
"TEN","JAX",2011,"REG",1,71,667,667,667,4,"0",1,3,2,7,16,-9,5,87,"0","0"
"JAX","TEN",2011,"REG",1,60,565,565,565,4,"0",3,3,2,16,7,9,5,87,"0","1"
"JAX","TEN",2011,"REG",1,65,565,565,565,4,"0",8,3,2,16,7,9,5,87,"0","1"
"JAX","TEN",2011,"REG",1,47,116,116,116,4,"0",5,2,0,16,14,2,5,87,"0","1"
"ARI","WAS",2011,"REG",2,65,520,1420,3220,1,"0",8,3,3,0,0,0,7,66,"0","0"
"WAS","ARI",2011,"REG",2,8,629,629,2429,2,"1",8,3,3,0,7,-7,7,66,"0","1"
"ARI","WAS",2011,"REG",2,51,369,369,2169,2,"0",15,3,3,7,3,4,7,66,"0","0"
"ARI","WAS",2011,"REG",2,75,111,111,1911,2,"0",14,3,3,7,10,-3,7,66,"0","0"
"WAS","ARI",2011,"REG",2,12,42,42,1842,2,"0",2,2,3,10,7,3,7,66,"0","1"
"ARI","WAS",2011,"REG",2,75,15,15,1815,2,"0",8,0,2,7,10,-3,7,66,"0","0"
"WAS","ARI",2011,"REG",2,44,448,1348,1348,3,"0",5,3,2,10,7,3,7,66,"0","1"
"WAS","ARI",2011,"REG",2,53,93,993,993,3,"0",9,3,2,10,14,-4,7,66,"0","1"
"ARI","WAS",2011,"REG",2,83,3,903,903,3,"0",11,3,2,14,10,4,7,66,"0","0"
"WAS","ARI",2011,"REG",2,5,683,683,683,4,"0",4,3,2,10,14,-4,7,66,"0","1"
"WAS","ARI",2011,"REG",2,18,323,323,323,4,"0",3,3,2,13,21,-8,7,66,"1","1"
"ARI","WAS",2011,"REG",2,77,268,268,268,4,"0",7,3,2,21,19,2,7,66,"0","0"
"WAS","ARI",2011,"REG",2,16,110,110,110,4,"0",4,1,1,19,21,-2,7,66,"0","1"
"WAS","ARI",2011,"REG",2,36,10,10,10,4,"0",14,0,0,22,21,1,7,66,"0","1"
"WAS","ARI",2011,"REG",2,41,10,10,10,4,"0",19,0,0,22,21,1,7,66,"0","1"
"BAL","TEN",2011,"REG",2,77,816,1716,3516,1,"0",7,3,3,0,0,0,11,76,"0","0"
"TEN","BAL",2011,"REG",2,60,698,1598,3398,1,"0",5,3,3,0,0,0,11,76,"0","1"
"BAL","TEN",2011,"REG",2,94,636,1536,3336,1,"0",8,3,3,0,0,0,11,76,"0","0"
"TEN","BAL",2011,"REG",2,37,290,1190,2990,1,"0",5,3,3,0,0,0,11,76,"0","1"
"BAL","TEN",2011,"REG",2,67,163,1063,2863,1,"0",12,3,3,0,0,0,11,76,"0","0"
"TEN","BAL",2011,"REG",2,17,900,900,2700,2,"0",13,3,3,0,0,0,11,76,"0","1"
"TEN","BAL",2011,"REG",2,7,517,517,2317,2,"1",7,3,3,0,0,0,11,76,"0","1"
"TEN","BAL",2011,"REG",2,10,675,1575,1575,3,"0",1,3,3,10,10,0,11,76,"1","1"
"BAL","TEN",2011,"REG",2,70,546,1446,1446,3,"0",11,3,3,10,17,-7,11,76,"0","0"
"TEN","BAL",2011,"REG",2,25,210,1110,1110,3,"0",3,3,3,17,10,7,11,76,"0","1"
"BAL","TEN",2011,"REG",2,52,65,965,965,3,"0",2,3,3,10,20,-10,11,76,"0","0"
"TEN","BAL",2011,"REG",2,68,900,900,900,4,"0",3,3,3,20,10,10,11,76,"0","1"
"TEN","BAL",2011,"REG",2,21,725,725,725,4,"0",5,2,3,20,10,10,11,76,"0","1"
"BAL","TEN",2011,"REG",2,11,423,423,423,4,"1",11,2,3,10,23,-13,11,76,"0","0"
"TEN","BAL",2011,"REG",2,31,191,191,191,4,"0",1,2,0,23,13,10,11,76,"1","1"
"TEN","BAL",2011,"REG",2,14,31,31,31,4,"0",6,1,0,23,13,10,11,76,"0","1"
"CIN","DEN",2011,"REG",2,51,201,1101,2901,1,"0",1,3,3,0,7,-7,6,69,"0","0"
"DEN","CIN",2011,"REG",2,83,144,1044,2844,1,"0",7,3,3,7,0,7,6,69,"0","1"
"CIN","DEN",2011,"REG",2,48,894,894,2694,2,"0",1,3,2,0,7,-7,6,69,"0","0"
"DEN","CIN",2011,"REG",2,78,764,764,2564,2,"0",14,3,2,7,0,7,6,69,"0","1"
"CIN","DEN",2011,"REG",2,70,601,601,2401,2,"0",1,3,2,0,7,-7,6,69,"0","0"
"CIN","DEN",2011,"REG",2,27,399,399,2199,2,"0",14,3,2,0,7,-7,6,69,"0","0"
"DEN","CIN",2011,"REG",2,16,16,16,1816,2,"1",16,1,1,7,3,4,6,69,"0","1"
"CIN","DEN",2011,"REG",2,80,796,1696,1696,3,"0",10,3,3,3,10,-7,6,69,"0","0"
"CIN","DEN",2011,"REG",2,19,539,1439,1439,3,"0",5,3,3,3,17,-14,6,69,"0","0"
"DEN","CIN",2011,"REG",2,76,420,1320,1320,3,"0",1,3,3,17,6,11,6,69,"0","1"
"CIN","DEN",2011,"REG",2,5,69,969,969,3,"0",1,3,3,12,17,-5,6,69,"0","0"
"DEN","CIN",2011,"REG",2,75,594,594,594,4,"0",5,3,3,24,22,2,6,69,"0","1"
"CIN","DEN",2011,"REG",2,39,409,409,409,4,"0",8,3,3,22,24,-2,6,69,"0","0"
"DEN","CIN",2011,"REG",2,92,355,355,355,4,"0",9,3,2,24,22,2,6,69,"0","1"
"DEN","CIN",2011,"REG",2,96,340,340,340,4,"0",13,3,2,24,22,2,6,69,"0","1"
"CIN","DEN",2011,"REG",2,36,189,189,189,4,"0",1,3,2,22,24,-2,6,69,"1","0"
"DEN","CIN",2011,"REG",2,65,159,159,159,4,"0",11,3,0,24,22,2,6,69,"0","1"
