"posteam","defteam","season","season_type","week","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","qtr","goal_to_go","ydstogo","home_timeouts_remaining","away_timeouts_remaining","posteam_score","defteam_score","score_differential","wind","temp","go_for_it","home"
"KC","NE",2015,"POST",19,16,115,1015,2815,1,"0",6,3,1,0,7,-7,6,38,"0","0"
"NE","KC",2015,"POST",19,66,900,900,2700,2,"0",8,3,1,7,3,4,6,38,"0","1"
"KC","NE",2015,"POST",19,42,696,696,2496,2,"0",7,3,1,3,7,-4,6,38,"0","0"
"NE","KC",2015,"POST",19,88,651,651,2451,2,"0",8,3,1,7,3,4,6,38,"0","1"
"KC","NE",2015,"POST",19,37,548,548,2348,2,"0",11,3,1,3,7,-4,6,38,"0","0"
"KC","NE",2015,"POST",19,14,16,16,1816,2,"1",14,1,0,3,14,-11,6,38,"0","0"
"KC","NE",2015,"POST",19,15,165,1065,1065,3,"0",3,3,3,6,21,-15,6,38,"0","0"
"NE","KC",2015,"POST",19,22,889,889,889,4,"0",10,3,3,21,13,8,6,38,"0","1"
"KC","NE",2015,"POST",19,83,759,759,759,4,"0",13,3,3,13,24,-11,6,38,"0","0"
"KC","NE",2015,"POST",19,88,757,757,757,4,"0",18,3,3,13,24,-11,6,38,"0","0"
"NE","KC",2015,"POST",19,13,624,624,624,4,"0",6,3,3,24,13,11,6,38,"0","1"
"KC","NE",2015,"POST",19,51,458,458,458,4,"0",10,2,3,13,27,-14,6,38,"1","0"
"NE","KC",2015,"POST",19,42,399,399,399,4,"0",4,2,3,27,13,14,6,38,"0","1"
"KC","NE",2015,"POST",19,60,282,282,282,4,"0",8,2,3,13,27,-14,6,38,"1","0"
"PIT","DEN",2015,"POST",19,80,817,1717,3517,1,"0",10,3,3,0,0,0,9,43,"0","0"
"DEN","PIT",2015,"POST",19,10,685,1585,3385,1,"0",1,3,3,0,0,0,9,43,"0","1"
"PIT","DEN",2015,"POST",19,32,482,1382,3182,1,"0",1,3,2,0,3,-3,9,43,"1","0"
"DEN","PIT",2015,"POST",19,60,373,1273,3073,1,"0",2,3,2,3,0,3,9,43,"0","1"
"PIT","DEN",2015,"POST",19,96,312,1212,3012,1,"0",9,3,2,0,3,-3,9,43,"0","0"
"DEN","PIT",2015,"POST",19,23,225,1125,2925,1,"0",2,3,2,3,0,3,9,43,"0","1"
"DEN","PIT",2015,"POST",19,43,860,860,2660,2,"0",11,3,2,6,7,-1,9,43,"0","1"
"PIT","DEN",2015,"POST",19,25,624,624,2424,2,"0",13,3,2,7,6,1,9,43,"0","0"
"DEN","PIT",2015,"POST",19,74,535,535,2335,2,"0",4,3,2,6,10,-4,9,43,"0","1"
"PIT","DEN",2015,"POST",19,68,414,414,2214,2,"0",16,3,2,10,6,4,9,43,"0","0"
"DEN","PIT",2015,"POST",19,37,316,316,2116,2,"0",3,2,2,6,10,-4,9,43,"1","1"
"PIT","DEN",2015,"POST",19,55,201,201,2001,2,"0",2,2,2,10,6,4,9,43,"0","0"
"DEN","PIT",2015,"POST",19,33,5,5,1805,2,"0",11,0,2,6,10,-4,9,43,"0","1"
"DEN","PIT",2015,"POST",19,65,720,1620,1620,3,"0",7,3,3,9,10,-1,9,43,"0","1"
"PIT","DEN",2015,"POST",19,10,576,1476,1476,3,"0",5,3,3,10,9,1,9,43,"0","0"
"DEN","PIT",2015,"POST",19,62,487,1387,1387,3,"0",11,3,3,9,13,-4,9,43,"0","1"
"PIT","DEN",2015,"POST",19,90,360,1260,1260,3,"0",6,3,3,13,9,4,9,43,"0","0"
"DEN","PIT",2015,"POST",19,23,170,1070,1070,3,"0",11,2,3,9,13,-4,9,43,"0","1"
"PIT","DEN",2015,"POST",19,34,805,805,805,4,"0",20,2,3,13,12,1,9,43,"0","0"
"PIT","DEN",2015,"POST",19,39,801,801,801,4,"0",25,2,3,13,12,1,9,43,"0","0"
"DEN","PIT",2015,"POST",19,46,701,701,701,4,"0",10,1,3,12,13,-1,9,43,"0","1"
"PIT","DEN",2015,"POST",19,57,116,116,116,4,"0",5,0,2,13,20,-7,9,43,"1","0"
"DEN","PIT",2015,"POST",19,27,57,57,57,4,"0",7,0,0,20,13,7,9,43,"0","1"
"SEA","CAR",2015,"POST",19,47,490,1390,3190,1,"0",9,3,3,0,14,-14,7,43,"0","0"
"CAR","SEA",2015,"POST",19,30,761,761,2561,2,"0",11,2,3,21,0,21,7,43,"0","1"
"SEA","CAR",2015,"POST",19,88,678,678,2478,2,"0",18,2,2,0,24,-24,7,43,"0","0"
"SEA","CAR",2015,"POST",19,18,142,142,1942,2,"0",5,1,1,0,31,-31,7,43,"1","0"
"CAR","SEA",2015,"POST",19,79,71,71,1871,2,"0",3,1,0,31,0,31,7,43,"0","1"
"CAR","SEA",2015,"POST",19,68,630,1530,1530,3,"0",15,3,3,31,7,24,7,43,"0","1"
"CAR","SEA",2015,"POST",19,50,261,1161,1161,3,"0",5,2,3,31,14,17,7,43,"0","1"
"SEA","CAR",2015,"POST",19,77,205,1105,1105,3,"0",2,2,3,14,31,-17,7,43,"1","0"
"SEA","CAR",2015,"POST",19,46,35,935,935,3,"0",13,2,2,14,31,-17,7,43,"0","0"
"CAR","SEA",2015,"POST",19,62,577,577,577,4,"0",7,1,2,31,14,17,7,43,"0","1"
"CAR","SEA",2015,"POST",19,50,175,175,175,4,"0",2,1,1,31,21,10,7,43,"0","1"
"SEA","CAR",2015,"POST",19,18,76,76,76,4,"0",15,0,1,21,31,-10,7,43,"0","0"
"ARI","CAR",2015,"POST",20,77,819,1719,3519,1,"0",7,3,3,0,0,0,4,39,"0","0"
"CAR","ARI",2015,"POST",20,27,575,1475,3275,1,"0",2,3,2,0,0,0,4,39,"0","1"
"ARI","CAR",2015,"POST",20,71,481,1381,3181,1,"0",12,3,2,0,3,-3,4,39,"0","0"
"ARI","CAR",2015,"POST",20,55,116,1016,2816,1,"0",9,2,2,0,10,-10,4,39,"0","0"
"CAR","ARI",2015,"POST",20,63,717,717,2517,2,"0",11,2,2,17,0,17,4,39,"0","1"
"CAR","ARI",2015,"POST",20,73,294,294,2094,2,"0",3,2,2,17,7,10,4,39,"0","1"
"CAR","ARI",2015,"POST",20,3,473,1373,1373,3,"1",3,3,3,24,7,17,4,39,"0","1"
"ARI","CAR",2015,"POST",20,72,387,1287,1287,3,"0",2,3,3,7,27,-20,4,39,"0","0"
"ARI","CAR",2015,"POST",20,29,895,895,895,4,"0",2,2,3,7,34,-27,4,39,"1","0"
"CAR","ARI",2015,"POST",20,77,786,786,786,4,"0",7,2,3,34,15,19,4,39,"0","1"
"ARI","CAR",2015,"POST",20,73,34,34,34,4,"0",9,2,3,15,49,-34,4,39,"1","0"
"NE","DEN",2015,"POST",20,65,792,1692,3492,1,"0",8,3,3,0,0,0,6,46,"0","0"
"NE","DEN",2015,"POST",20,73,412,1312,3112,1,"0",3,3,3,0,7,-7,6,46,"0","0"
"DEN","NE",2015,"POST",20,62,319,1219,3019,1,"0",6,3,3,7,0,7,6,46,"0","1"
"NE","DEN",2015,"POST",20,66,196,1096,2896,1,"0",16,3,3,0,7,-7,6,46,"0","0"
"DEN","NE",2015,"POST",20,39,893,893,2693,2,"0",9,3,3,7,6,1,6,46,"0","1"
"NE","DEN",2015,"POST",20,28,427,427,2227,2,"0",9,3,2,6,14,-8,6,46,"0","0"
"DEN","NE",2015,"POST",20,75,329,329,2129,2,"0",5,3,2,14,9,5,6,46,"0","1"
"DEN","NE",2015,"POST",20,60,154,154,1954,2,"0",14,2,2,14,9,5,6,46,"0","1"
"NE","DEN",2015,"POST",20,83,112,112,1912,2,"0",5,1,2,9,14,-5,6,46,"0","0"
"DEN","NE",2015,"POST",20,33,38,38,1838,2,"0",3,1,1,14,9,5,6,46,"0","1"
"DEN","NE",2015,"POST",20,85,805,1705,1705,3,"0",15,3,3,17,9,8,6,46,"0","1"
"NE","DEN",2015,"POST",20,20,631,1531,1531,3,"0",10,3,3,9,17,-8,6,46,"0","0"
"DEN","NE",2015,"POST",20,46,409,1309,1309,3,"0",1,3,3,17,12,5,6,46,"0","1"
"NE","DEN",2015,"POST",20,92,300,1200,1200,3,"0",10,3,3,12,17,-5,6,46,"0","0"
"NE","DEN",2015,"POST",20,96,292,1192,1192,3,"0",14,3,3,12,17,-5,6,46,"0","0"
"DEN","NE",2015,"POST",20,57,168,1068,1068,3,"0",11,3,3,17,12,5,6,46,"0","1"
"NE","DEN",2015,"POST",20,76,10,910,910,3,"0",14,3,3,12,17,-5,6,46,"0","0"
"DEN","NE",2015,"POST",20,13,606,606,606,4,"1",13,3,3,17,12,5,6,46,"0","1"
"NE","DEN",2015,"POST",20,16,363,363,363,4,"0",1,2,3,12,20,-8,6,46,"1","0"
"DEN","NE",2015,"POST",20,80,286,286,286,4,"0",7,2,3,20,12,8,6,46,"0","1"
"NE","DEN",2015,"POST",20,14,145,145,145,4,"0",6,1,3,12,20,-8,6,46,"1","0"
"DEN","NE",2015,"POST",20,86,124,124,124,4,"0",10,1,1,20,12,8,6,46,"0","1"
"NE","DEN",2015,"POST",20,50,94,94,94,4,"0",10,1,1,12,20,-8,6,46,"1","0"
"NE","DEN",2015,"POST",20,4,17,17,17,4,"1",4,1,0,12,20,-8,6,46,"1","0"
"DEN","CAR",2015,"POST",21,16,647,1547,3347,1,"0",12,3,3,0,0,0,16,76,"0","1"
"CAR","DEN",2015,"POST",21,72,567,1467,3267,1,"0",1,3,3,0,3,-3,16,76,"0","0"
"DEN","CAR",2015,"POST",21,66,454,1354,3154,1,"0",1,3,3,3,0,3,16,76,"0","1"
"CAR","DEN",2015,"POST",21,49,199,1099,2899,1,"0",4,3,2,0,10,-10,16,76,"0","0"
"DEN","CAR",2015,"POST",21,89,87,987,2787,1,"0",12,3,2,10,0,10,16,76,"0","1"
"DEN","CAR",2015,"POST",21,87,660,660,2460,2,"0",17,3,2,10,7,3,16,76,"0","1"
"DEN","CAR",2015,"POST",21,92,654,654,2454,2,"0",22,3,2,10,7,3,16,76,"0","1"
"CAR","DEN",2015,"POST",21,53,569,569,2369,2,"0",12,3,2,7,10,-3,16,76,"0","0"
"DEN","CAR",2015,"POST",21,5,434,434,2234,2,"0",1,2,2,10,7,3,16,76,"0","1"
"DEN","CAR",2015,"POST",21,15,421,421,2221,2,"0",11,2,2,10,7,3,16,76,"0","1"
"CAR","DEN",2015,"POST",21,61,205,205,2005,2,"0",10,2,2,7,13,-6,16,76,"0","0"
"DEN","CAR",2015,"POST",21,72,122,122,1922,2,"0",2,2,2,13,7,6,16,76,"0","1"
"CAR","DEN",2015,"POST",21,26,654,1554,1554,3,"0",11,3,3,7,13,-6,16,76,"0","0"
"DEN","CAR",2015,"POST",21,12,502,1402,1402,3,"0",5,3,3,13,7,6,16,76,"0","1"
"DEN","CAR",2015,"POST",21,85,204,1104,1104,3,"0",15,3,3,16,7,9,16,76,"0","1"
"CAR","DEN",2015,"POST",21,78,26,926,926,3,"0",18,3,3,7,16,-9,16,76,"0","0"
"CAR","DEN",2015,"POST",21,21,626,626,626,4,"0",9,3,3,7,16,-9,16,76,"0","0"
"DEN","CAR",2015,"POST",21,72,547,547,547,4,"0",6,3,3,16,10,6,16,76,"0","1"
"CAR","DEN",2015,"POST",21,65,435,435,435,4,"0",3,3,3,10,16,-6,16,76,"0","0"
"DEN","CAR",2015,"POST",21,72,299,299,299,4,"0",7,3,3,16,10,6,16,76,"0","1"
"CAR","DEN",2015,"POST",21,94,128,128,128,4,"0",24,3,2,10,24,-14,16,76,"0","0"
"DEN","CAR",2015,"POST",21,55,60,60,60,4,"0",2,2,0,24,10,14,16,76,"0","1"
"BAL","BUF",2016,"REG",1,66,725,1625,3425,1,"0",1,3,3,0,0,0,8,84,"0","1"
"BAL","BUF",2016,"REG",1,71,712,1612,3412,1,"0",6,3,3,0,0,0,8,84,"0","1"
"BUF","BAL",2016,"REG",1,76,582,1482,3282,1,"0",18,3,3,0,0,0,8,84,"0","0"
"BUF","BAL",2016,"REG",1,43,330,1230,3030,1,"0",6,3,3,0,0,0,8,84,"0","0"
"BUF","BAL",2016,"REG",1,48,330,1230,3030,1,"0",11,3,3,0,0,0,8,84,"0","0"
"BAL","BUF",2016,"REG",1,32,41,941,2741,1,"0",15,3,3,0,0,0,8,84,"0","1"
"BUF","BAL",2016,"REG",1,64,787,787,2587,2,"0",10,3,3,0,3,-3,8,84,"0","0"
"BUF","BAL",2016,"REG",1,1,186,186,1986,2,"1",1,2,1,0,10,-10,8,84,"1","0"
"BUF","BAL",2016,"REG",1,37,653,1553,1553,3,"0",1,3,3,7,10,-3,8,84,"1","0"
"BUF","BAL",2016,"REG",1,31,523,1423,1423,3,"0",15,3,2,7,10,-3,8,84,"0","0"
"BAL","BUF",2016,"REG",1,53,463,1363,1363,3,"0",2,3,2,10,7,3,8,84,"0","1"
"BUF","BAL",2016,"REG",1,55,258,1158,1158,3,"0",4,3,2,7,10,-3,8,84,"0","0"
"BAL","BUF",2016,"REG",1,42,46,946,946,3,"0",1,3,2,10,7,3,8,84,"1","1"
"BUF","BAL",2016,"REG",1,49,859,859,859,4,"0",1,3,2,7,10,-3,8,84,"0","0"
"BAL","BUF",2016,"REG",1,78,779,779,779,4,"0",18,3,2,10,7,3,8,84,"0","1"
"BUF","BAL",2016,"REG",1,59,706,706,706,4,"0",4,3,1,7,10,-3,8,84,"0","0"
"BAL","BUF",2016,"REG",1,27,463,463,463,4,"0",14,3,1,10,7,3,8,84,"0","1"
"BAL","BUF",2016,"REG",1,19,342,342,342,4,"0",16,3,1,10,7,3,8,84,"0","1"
"BUF","BAL",2016,"REG",1,86,283,283,283,4,"0",18,3,1,7,13,-6,8,84,"0","0"
"CAR","DEN",2016,"REG",1,59,900,900,2700,2,"0",5,3,1,7,0,7,10,85,"0","0"
"DEN","CAR",2016,"REG",1,72,115,115,1915,2,"0",7,1,0,7,14,-7,10,85,"0","1"
"CAR","DEN",2016,"REG",1,56,693,1593,1593,3,"0",1,3,3,17,7,10,10,85,"0","0"
"CAR","DEN",2016,"REG",1,89,466,1366,1366,3,"0",10,3,3,17,7,10,10,85,"0","0"
"DEN","CAR",2016,"REG",1,85,351,1251,1251,3,"0",9,3,3,7,17,-10,10,85,"0","1"
"CAR","DEN",2016,"REG",1,68,250,1150,1150,3,"0",17,3,3,17,7,10,10,85,"0","0"
"DEN","CAR",2016,"REG",1,2,646,646,646,4,"0",1,3,2,14,17,-3,10,85,"1","1"
"CAR","DEN",2016,"REG",1,18,265,265,265,4,"0",5,2,2,17,21,-4,10,85,"0","0"
"DEN","CAR",2016,"REG",1,82,197,197,197,4,"0",17,2,1,21,20,1,10,85,"0","1"
"CAR","DEN",2016,"REG",1,71,120,120,120,4,"0",21,2,1,20,21,-1,10,85,"0","0"
"CIN","NYJ",2016,"REG",1,72,762,1662,3462,1,"0",7,3,2,0,0,0,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,4,225,1125,2925,1,"1",4,3,2,7,0,7,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,15,92,992,2792,1,"0",5,3,2,0,7,-7,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,61,826,826,2626,2,"0",15,3,2,7,3,4,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,85,488,488,2288,2,"0",20,3,2,10,13,-3,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,27,203,203,2003,2,"0",5,3,1,13,10,3,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,3,1,1,1801,2,"1",3,3,0,10,16,-6,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,77,720,1620,1620,3,"0",9,3,3,16,13,3,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,69,607,1507,1507,3,"0",15,3,3,13,16,-3,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,61,446,1346,1346,3,"0",4,3,3,16,13,3,17,79,"0","1"
"NYJ","CIN",2016,"REG",1,2,689,689,689,4,"1",2,2,3,16,20,-4,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,34,546,546,546,4,"0",12,2,3,20,19,1,17,79,"0","0"
"NYJ","CIN",2016,"REG",1,6,205,205,205,4,"0",1,1,3,19,20,-1,17,79,"0","1"
"CIN","NYJ",2016,"REG",1,29,58,58,58,4,"0",2,0,2,20,22,-2,17,79,"0","0"
"CLE","PHI",2016,"REG",1,70,524,1424,3224,1,"0",5,3,3,0,7,-7,14,85,"0","0"
"PHI","CLE",2016,"REG",1,67,385,1285,3085,1,"0",12,3,3,7,0,7,14,85,"0","1"
"CLE","PHI",2016,"REG",1,77,270,1170,2970,1,"0",7,3,3,0,7,-7,14,85,"0","0"
"PHI","CLE",2016,"REG",1,28,51,951,2751,1,"0",8,3,3,7,0,7,14,85,"0","1"
"CLE","PHI",2016,"REG",1,59,890,890,2690,2,"0",5,3,3,0,7,-7,14,85,"1","0"
"PHI","CLE",2016,"REG",1,4,753,753,2553,2,"1",4,3,3,7,0,7,14,85,"0","1"
"PHI","CLE",2016,"REG",1,72,463,463,2263,2,"0",5,3,3,10,7,3,14,85,"0","1"
"PHI","CLE",2016,"REG",1,19,28,28,1828,2,"0",10,2,2,10,7,3,14,85,"0","1"
"CLE","PHI",2016,"REG",1,17,841,1741,1741,3,"0",10,3,2,7,13,-6,14,85,"0","0"
"PHI","CLE",2016,"REG",1,52,662,1562,1562,3,"0",10,3,2,13,10,3,14,85,"0","1"
"PHI","CLE",2016,"REG",1,40,424,1324,1324,3,"0",4,3,2,15,10,5,14,85,"1","1"
"CLE","PHI",2016,"REG",1,57,214,1114,1114,3,"0",2,3,2,10,22,-12,14,85,"0","0"
"PHI","CLE",2016,"REG",1,43,900,900,900,4,"0",14,3,2,22,10,12,14,85,"0","1"
"CLE","PHI",2016,"REG",1,96,836,836,836,4,"0",7,3,2,10,22,-12,14,85,"0","0"
"PHI","CLE",2016,"REG",1,45,701,701,701,4,"0",8,3,2,22,10,12,14,85,"0","1"
"CLE","PHI",2016,"REG",1,79,608,608,608,4,"0",9,3,2,10,22,-12,14,85,"0","0"
"PHI","CLE",2016,"REG",1,40,275,275,275,4,"0",16,2,2,22,10,12,14,85,"0","1"
"CLE","PHI",2016,"REG",1,85,221,221,221,4,"0",3,2,2,10,22,-12,14,85,"1","0"
"GB","JAX",2016,"REG",1,20,651,1551,3351,1,"0",1,3,3,0,0,0,3,90,"1","0"
"JAX","GB",2016,"REG",1,61,366,1266,3066,1,"0",12,3,3,0,7,-7,3,90,"0","1"
"GB","JAX",2016,"REG",1,94,316,1216,3016,1,"0",7,3,3,7,0,7,3,90,"0","0"
"GB","JAX",2016,"REG",1,69,137,1037,2837,1,"0",4,2,3,7,7,0,3,90,"0","0"
"JAX","GB",2016,"REG",1,70,9,909,2709,1,"0",1,2,3,7,7,0,3,90,"0","1"
"GB","JAX",2016,"REG",1,93,831,831,2631,2,"0",6,2,3,7,7,0,3,90,"0","0"
"JAX","GB",2016,"REG",1,48,732,732,2532,2,"0",5,2,3,7,7,0,3,90,"1","1"
"JAX","GB",2016,"REG",1,8,472,472,2272,2,"0",4,1,3,7,7,0,3,90,"0","1"
"GB","JAX",2016,"REG",1,7,614,1514,1514,3,"1",7,3,3,21,17,4,3,90,"0","0"
"JAX","GB",2016,"REG",1,21,379,1279,1279,3,"0",7,3,3,17,24,-7,3,90,"0","1"
"GB","JAX",2016,"REG",1,2,724,724,724,4,"1",2,2,3,24,20,4,3,90,"0","0"
"JAX","GB",2016,"REG",1,49,525,525,525,4,"0",4,2,3,20,27,-7,3,90,"1","1"
"JAX","GB",2016,"REG",1,38,449,449,449,4,"0",3,0,3,20,27,-7,3,90,"1","1"
"JAX","GB",2016,"REG",1,32,317,317,317,4,"0",13,0,3,20,27,-7,3,90,"0","1"
"GB","JAX",2016,"REG",1,81,203,203,203,4,"0",9,0,2,27,23,4,3,90,"0","0"
"JAX","GB",2016,"REG",1,46,120,120,120,4,"0",4,0,1,23,27,-4,3,90,"0","1"
"JAX","GB",2016,"REG",1,56,113,113,113,4,"0",14,0,1,23,27,-4,3,90,"0","1"
"JAX","GB",2016,"REG",1,14,23,23,23,4,"0",1,0,0,23,27,-4,3,90,"1","1"
"LA","SF",2016,"REG",1,46,688,1588,3388,1,"0",10,3,3,0,0,0,17,66,"0","0"
"SF","LA",2016,"REG",1,61,542,1442,3242,1,"0",1,3,3,0,0,0,17,66,"0","1"
"LA","SF",2016,"REG",1,95,413,1313,3113,1,"0",14,3,3,0,0,0,17,66,"0","0"
"LA","SF",2016,"REG",1,73,111,1011,2811,1,"0",4,3,3,0,7,-7,17,66,"0","0"
"SF","LA",2016,"REG",1,34,853,853,2653,2,"0",1,3,3,7,0,7,17,66,"1","1"
"LA","SF",2016,"REG",1,33,696,696,2496,2,"0",1,3,2,0,7,-7,17,66,"1","0"
"SF","LA",2016,"REG",1,39,606,606,2406,2,"0",6,3,2,7,0,7,17,66,"1","1"
"LA","SF",2016,"REG",1,46,334,334,2134,2,"0",5,3,2,0,14,-14,17,66,"0","0"
"LA","SF",2016,"REG",1,59,151,151,1951,2,"0",8,3,2,0,14,-14,17,66,"0","0"
"SF","LA",2016,"REG",1,77,76,76,1876,2,"0",7,3,2,14,0,14,17,66,"0","1"
"LA","SF",2016,"REG",1,70,22,22,1822,2,"0",19,2,2,0,14,-14,17,66,"0","0"
"SF","LA",2016,"REG",1,85,796,1696,1696,3,"0",20,3,3,14,0,14,17,66,"0","1"
"LA","SF",2016,"REG",1,55,676,1576,1576,3,"0",6,3,3,0,14,-14,17,66,"0","0"
"SF","LA",2016,"REG",1,79,626,1526,1526,3,"0",7,3,3,14,0,14,17,66,"0","1"
"LA","SF",2016,"REG",1,78,561,1461,1461,3,"0",5,3,3,0,14,-14,17,66,"0","0"
"SF","LA",2016,"REG",1,67,464,1364,1364,3,"0",12,3,3,14,0,14,17,66,"0","1"
"LA","SF",2016,"REG",1,63,311,1211,1211,3,"0",11,3,3,0,14,-14,17,66,"0","0"
"SF","LA",2016,"REG",1,82,247,1147,1147,3,"0",8,3,3,14,0,14,17,66,"0","1"
"LA","SF",2016,"REG",1,69,673,673,673,4,"0",4,2,3,0,21,-21,17,66,"0","0"
"LA","SF",2016,"REG",1,24,161,161,161,4,"0",10,2,3,0,28,-28,17,66,"1","0"
"SF","LA",2016,"REG",1,80,31,31,31,4,"0",9,1,3,28,0,28,17,66,"0","1"
"SEA","MIA",2016,"REG",1,56,791,1691,3491,1,"0",4,3,3,0,0,0,2,61,"0","1"
"MIA","SEA",2016,"REG",1,76,687,1587,3387,1,"0",5,3,3,0,0,0,2,61,"0","0"
"SEA","MIA",2016,"REG",1,21,315,1215,3015,1,"0",14,3,3,0,0,0,2,61,"0","1"
"MIA","SEA",2016,"REG",1,17,81,981,2781,1,"0",1,3,3,0,3,-3,2,61,"1","0"
"SEA","MIA",2016,"REG",1,74,860,860,2660,2,"0",1,3,3,3,0,3,2,61,"0","1"
"MIA","SEA",2016,"REG",1,69,760,760,2560,2,"0",8,3,2,0,3,-3,2,61,"0","0"
"MIA","SEA",2016,"REG",1,23,529,529,2329,2,"0",6,3,2,0,3,-3,2,61,"0","0"
"SEA","MIA",2016,"REG",1,59,352,352,2152,2,"0",8,3,2,3,3,0,2,61,"0","1"
"MIA","SEA",2016,"REG",1,57,270,270,2070,2,"0",5,3,2,3,3,0,2,61,"0","0"
"SEA","MIA",2016,"REG",1,82,218,218,2018,2,"0",12,3,2,3,3,0,2,61,"0","1"
"MIA","SEA",2016,"REG",1,61,120,120,1920,2,"0",9,3,2,3,3,0,2,61,"0","0"
"MIA","SEA",2016,"REG",1,59,776,1676,1676,3,"0",10,3,3,3,6,-3,2,61,"0","0"
"SEA","MIA",2016,"REG",1,82,573,1473,1473,3,"0",22,3,3,6,3,3,2,61,"0","1"
"MIA","SEA",2016,"REG",1,72,490,1390,1390,3,"0",8,3,3,3,6,-3,2,61,"0","0"
"SEA","MIA",2016,"REG",1,31,302,1202,1202,3,"0",1,3,3,6,3,3,2,61,"1","1"
"MIA","SEA",2016,"REG",1,49,212,1112,1112,3,"0",7,3,3,3,6,-3,2,61,"0","0"
"MIA","SEA",2016,"REG",1,9,645,645,645,4,"1",9,3,3,3,6,-3,2,61,"0","0"
"SEA","MIA",2016,"REG",1,41,437,437,437,4,"0",6,2,3,6,3,3,2,61,"0","1"
"SEA","MIA",2016,"REG",1,66,185,185,185,4,"0",1,2,3,6,10,-4,2,61,"1","1"
"SEA","MIA",2016,"REG",1,53,128,128,128,4,"0",4,1,2,6,10,-4,2,61,"1","1"
"TEN","MIN",2016,"REG",1,36,635,1535,3335,1,"0",11,3,3,0,0,0,5,76,"0","1"
"MIN","TEN",2016,"REG",1,74,562,1462,3262,1,"0",4,3,3,0,0,0,5,76,"0","0"
"TEN","MIN",2016,"REG",1,10,290,1190,2990,1,"0",6,3,3,0,0,0,5,76,"0","1"
"MIN","TEN",2016,"REG",1,19,738,738,2538,2,"0",18,3,3,0,3,-3,5,76,"0","0"
"TEN","MIN",2016,"REG",1,45,481,481,2281,2,"0",2,3,3,3,0,3,5,76,"0","1"
"MIN","TEN",2016,"REG",1,63,303,303,2103,2,"0",1,3,3,0,3,-3,5,76,"0","0"
"MIN","TEN",2016,"REG",1,32,841,1741,1741,3,"0",8,3,3,0,10,-10,5,76,"0","0"
"TEN","MIN",2016,"REG",1,71,699,1599,1599,3,"0",1,3,3,10,3,7,5,76,"0","1"
"MIN","TEN",2016,"REG",1,15,364,1264,1264,3,"0",2,3,3,3,10,-7,5,76,"0","0"
"TEN","MIN",2016,"REG",1,76,35,935,935,3,"0",11,3,3,10,12,-2,5,76,"0","1"
"MIN","TEN",2016,"REG",1,27,682,682,682,4,"0",6,3,3,12,10,2,5,76,"0","0"
"MIN","TEN",2016,"REG",1,41,501,501,501,4,"0",5,3,3,22,10,12,5,76,"0","0"
"TEN","MIN",2016,"REG",1,95,442,442,442,4,"0",20,3,3,10,22,-12,5,76,"0","1"
"MIN","TEN",2016,"REG",1,12,161,161,161,4,"0",6,3,2,22,10,12,5,76,"0","0"
"WAS","PIT",2016,"REG",1,40,685,1585,3385,1,"0",1,3,3,0,0,0,4,79,"0","1"
"PIT","WAS",2016,"REG",1,79,570,1470,3270,1,"0",2,3,3,0,0,0,4,79,"0","0"
"WAS","PIT",2016,"REG",1,13,361,1261,3061,1,"0",6,3,3,0,0,0,4,79,"0","1"
"WAS","PIT",2016,"REG",1,23,73,973,2773,1,"0",7,3,3,3,0,3,4,79,"0","1"
"PIT","WAS",2016,"REG",1,29,618,618,2418,2,"0",1,2,3,0,6,-6,4,79,"1","0"
"WAS","PIT",2016,"REG",1,38,387,387,2187,2,"0",6,1,3,6,7,-1,4,79,"1","1"
"PIT","WAS",2016,"REG",1,34,84,84,1884,2,"0",1,1,3,7,6,1,4,79,"1","0"
"PIT","WAS",2016,"REG",1,28,683,1583,1583,3,"0",3,3,3,14,6,8,4,79,"0","0"
"WAS","PIT",2016,"REG",1,16,124,1024,1024,3,"0",6,3,3,6,24,-18,4,79,"0","1"
"PIT","WAS",2016,"REG",1,67,31,931,931,3,"0",2,3,3,24,9,15,4,79,"0","0"
"WAS","PIT",2016,"REG",1,63,266,266,266,4,"0",10,3,3,16,31,-15,4,79,"1","1"
"KC","LAC",2016,"REG",1,29,715,1615,3415,1,"0",4,3,3,0,0,0,9,74,"0","1"
"KC","LAC",2016,"REG",1,45,367,1267,3067,1,"0",5,3,2,3,7,-4,9,74,"0","1"
"KC","LAC",2016,"REG",1,93,695,695,2495,2,"0",28,3,0,3,14,-11,9,74,"0","1"
"KC","LAC",2016,"REG",1,56,231,231,2031,2,"0",2,3,0,3,21,-18,9,74,"0","1"
"LAC","KC",2016,"REG",1,56,64,64,1864,2,"0",2,1,0,21,3,18,9,74,"0","0"
